Codi,Institució,Latitude,Longitude,Web,Ciutat,País,Continent o Zona (CALCULAT),Estudis Mobilitat,"Mobilitat 
estudiants","Mobilitat 
docent","Col. acadèmica 
o institucional","Estudis 
conjunts",Xarxes,Factsheet,Curs d'actualització Factsheet,Estudis insti,Video promocional,,,,,,,,,,,,,,,
,La Corte Interamericana de Derechos Humanos,9.9294865,-84.0600333,http://www.corteidh.or.cr/,San José,Costa Rica,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
HR ZAGREB01,Sveučilište u Zagrebu,45.810573,15.9698021,http://www.unizg.hr/homepage/about-university/,Zagreb,Croàcia,Europa,Enginyeria Biomèdica; Dret; Criminologia; Global Studies,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121127291/University+of+Zagreb.pdf/d3988453-3916-9474-dcca-2c43e1e01351?t=1680251691946,2026-27,Enginyeries,,,,,,,,,,,,,,,,
,Equipo de Servicios de Traductores e Interpretes - Esti,23.1397889,-82.3957634,http://www.esti.cu/,La Habana,Cuba,Amèrica Llatina,Lingüística Aplicada (IULA),FALSE,FALSE,TRUE,FALSE,,,,"Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
,Inst.Documentación Inf. Científico-Técnica,23.119589,-82.5520042,http://www.ecured.cu/index.php/Instituto_de_Informaci%C3%B3n_Cient%C3%ADfica_y_Tecnol%C3%B3gica,La Habana,Cuba,Amèrica Llatina,Lingüística Aplicada (IULA),FALSE,FALSE,TRUE,FALSE,,,2018-19,"Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
,Instituto Nacional de Salud de los Trabajadores de La Habana,23.0537885,-82.36502,http://www.sld.cu/sitios/insat/index.php,La Habana,Cuba,Amèrica Llatina,Biologia Humana,FALSE,FALSE,TRUE,FALSE,,,2018-19,"Biologia Humana
",,,,,,,,,,,,,,,,
,Universidad de La Habana,23.1368405,-82.3815061,http://www.uh.cu/,La Habana,Cuba,Amèrica Llatina,Dret,FALSE,FALSE,TRUE,FALSE,,,2018-19,"Dret
",,,,,,,,,,,,,,,,
,Universidad Central Marta Abreu de las Villas,22.4367449,-79.9006248,http://www.uclv.edu.cu/,Santa Clara,Cuba,Amèrica Llatina,Humanitats,FALSE,FALSE,TRUE,FALSE,,,2018-19,"Humanitats
",,,,,,,,,,,,,,,,
,Universidad de Holguín,20.8955763,-76.2395862,http://www.uho.edu.cu/,Holguín,Cuba,Amèrica Llatina,Lingüística Aplicada (IULA),FALSE,FALSE,TRUE,FALSE,,,2018-19,"Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
DK ARHUS01,Aarhus University,56.1681384,10.2030118,http://www.au.dk,Aarhus,Dinamarca,Europa,Economia; Dret;  Humanitats; Global Studies; Publicitat i Relacions Públiques ,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121128505/Aarhus+University.pdf/00ce154d-0246-7fe4-cc17-b85da38ee2b3?t=1680250408121,2026-27,Economia; Humanitats; Publicitat i Relacions Públiques; Traducció i Interpretació,https://youtu.be/5y6m0x3Ptdo,,,,,,,,,,,,,,,
,Ålborg Universitet,57.0145665,9.9818527,http://www.en.aau.dk/,Aalborg,Dinamarca,Europa,Enginyeries,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121128505/Aalborg+Universitet.pdf/a51e1878-b846-9947-b178-0fca8fe77988,2018-19,Enginyeries,,,,,,,,,,,,,,,,
DK KOBENHA05,Copenhagen Business School,55.6815652,12.5296944,http://www.cbs.dk/,Frederiksberg,Dinamarca,Europa,"Administració i Direcció d'Empreses; Doble grau Dret-Ade
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121128505/Copenhagen+Business+School.pdf/e05af6f7-6e10-4019-3aee-384fd529ca2b?t=1680248952354,2026-27,Ciències Econòmiques i Empresarials,https://youtu.be/vqpu5oM2l5k,,,,,,,,,,,,,,,
DK KOBENHA01,KØBENHAVNS UNIVERSITET,55.6814127,12.5405654,https://www.ku.dk/english/,Copenhagen,Dinamarca,Europa,Humanitats; Màster en estudis migratoris,TRUE,FALSE,FALSE,FALSE,,https://studies.ku.dk/study-abroad/erasmus/,2025-26,Humanitats; Ciències Polítiques i de l'Administració,,,,,,,,,,,,,,,,
DK ARHUS10,Danmarks Journalisthøjskole,56.1858945,10.18764,http://www.dmjx.dk/international,Aarhus,Dinamarca,Europa,Periodisme; Comunicació Audiovisual,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121128505/Danish+School+of+Media+and+Journalism.pdf/c62da0b8-241a-c36f-09f3-c948e220fc5c?t=1680251035912,2025-26 (És la més recent),Periodisme,https://www.dmjx.dk/international/studies-english,,,,,,,,,,,,,,,
DK ROSKILD01,Roskilde Universitetscenter,55.653207,12.1407801,http://www.ruc.dk,Roskilde,Dinamarca,Europa,Comunicació Audiovisual,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121128505/Roskilde+University.pdf/8f12d65e-bc3a-583e-e7a6-abf9eb30f375?t=1680252442007,2026-27,Comunicació Audiovisual,https://youtu.be/pfe_WUgWQgE,,,,,,,,,,,,,,,
,Universidad Estatal de Milagro,-2.1505507,-79.6030337,http://www.unemi.edu.ec/,Milagro,Equador,Amèrica Llatina,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
,Universidad San Francisco de Quito,-0.19689,-78.4357443,"http://www.usfq.edu.ec/Paginas/Inicio.aspx
",Quito,Equador,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,IDEC-Barcelona School of Management,,,,,,,,,,,,,,,,
SI LJUBLJA01,Univerza V Ljubljana,46.0491938,14.5041552,http://www.uni-lj.si,Ljubljana,Eslovènia,Europa,Ciències Econòmiques i Empresarials,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/122575219/U.+LUJBLIANA_+Eco%26Buss.pdf/bef5d4fd-ccda-6035-b231-2b6232282945?t=1680249002902,"2026-27 (diverses factsheets, consulteu la que us correspongui)",Ciències Econòmiques i Empresarials,https://youtu.be/gMLkJ7hAGyE,,,,,,,,,,,,,,,
,AGAUR,41.391178,2.179518,http://agaur.gencat.cat/ca/inici,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Casa de Veláquez,40.441382,-3.730481,https://www.casadevelazquez.org/es/,Madrid,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,CCCB,39.397969,-92.42759,http://www.cccbeducacio.org/web/guest/explorar/-/institut/id_24899,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,ELISAVA,41.3787825,2.176124,http://www.elisava.net/ca,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,ESCI,41.388178,2.1798153,https://www.esci.upf.edu/es/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Escola Superior de Música de Catalunya,41.398622,2.185367,http://www.esmuc.cat/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Fundació Catalana Recerca,41.3911337,2.1794712,http://www.fundaciorecerca.cat/ca/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Fundació Franz Weber,46.9472172,7.4544127,http://www.ffw.ch/es/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Fundació Institut Confuci de Barcelona,41.383652,2.168207,http://www.confuciobarcelona.es/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Fundació Pau i Solidaritat,41.3881978,2.1732492,http://www.ccoo.cat/aspnet/pauisolidaritat.aspx,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Fundación Carolina,40.473478,-3.67206,https://www.fundacioncarolina.es/,Madrid,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Institut Barcelona d'Estudis Internacionals,41.389445,2.189952,http://www.ibei.org/en/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Instituto Cervantes,40.4193451,-3.6975397,http://www.cervantes.es/default.htm,Madrid,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,"Ministerio de Educación, Cultura y Deporte",40.4457489,-3.6571571,http://www.mecd.gob.es/portada-mecd/,Madrid,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Organización Iberoamericana de Seguridad Social,40.4357012,-3.6834703,https://www.upf.edu/web/cisal,Madrid,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
E MADRID04,Universidad Autónoma de Madrid,40.5466983,-3.6943619,http://www.uam.es/,Madrid,Espanya,Espanya,Administració i Direcció d'Empreses; Dret; Doble Grau Dret/ECO-ADE; Economia; Ciències Polítiques; Medicina,TRUE,FALSE,TRUE,FALSE,Alianza A4U,https://www.upf.edu/documents/105229234/145087703/U.+Aut%C3%B3noma+de+Madrid/aeeb5736-ab93-2b06-cd2e-58d162638e13,2026-27,,,,,,,,,,,,,,,,,
E MADRID03,Universidad Complutense de Madrid,40.4375731,-3.7252231,http://www.ucm.es/,Madrid,Espanya,Espanya,Biologia; Ciències Polítiques; Comunicació Audiovisual; Publicitat i Relacions Públiques,TRUE,FALSE,TRUE,FALSE,Associación Europaeum,https://www.upf.edu/documents/105229234/145087703/Universidad+Complutense+de+Madrid.pdf/c0df4bdd-7789-2d69-fbf1-2a3cecdcaef2?t=1681205690961,2026-27,,,,,,,,,,,,,,,,,
E LA-CORU01,Universidad de A Coruña,43.3521348,-8.4156582,https://www.udc.es/,La Coruña,Espanya,Espanya,Enginyeria Matemàtica en Ciència de Dades,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universitat+de+Coru%C3%B1a.pdf/ca0c341c-2b37-b18d-a29a-bfccbdea8a89?t=1681205454488,2026-27,,,,,,,,,,,,,,,,,
E GRANADA01,Universidad de Granada,37.174679,-3.603065,http://www.ugr.es/,Granada,Espanya,Espanya,Ciències Polítiques; Comunicació Audiovisual; Medicina; Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Granada.pdf/375b1ce5-013e-ba80-cd70-4c9329d95c25?t=1681205251218,2025-26 (és la més recent),,,,,,,,,,,,,,,,,
E TENERIF01,Universidad de La Laguna,28.4810934,-16.3158421,http://www.ull.es/,"San Cristobal de la Laguna, Santa Cruz de Tenerife",Espanya,Espanya,Biologia; Periodisme,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+U.+La+Laguna.pdf/00a0f507-62ec-7053-6817-266f6f55564f?t=1681211368843,2025-26 (és la més recent),,,,,,,,,,,,,,,,,
E MALAGA01,Universidad de Málaga,36.7199506,-4.4160927,https://www.uma.es/,Málaga,Espanya,Espanya,Dret; Criminologia,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Hoja+datos+UMA+2018.pdf/67e34897-d211-3b5f-3616-ac3ba7171906?t=1681205589411,2026-27,,,,,,,,,,,,,,,,,
E OVIEDO01,Universidad de Oviedo,43.3583527,-5.8535678,http://www.uniovi.es/,Oviedo,Espanya,Espanya,Enginyeria en Informàtica; Enginyeria de Sistemes Audiovisuals; Enginyeria Telemàtica,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universidad+de+Oviedo.docx/ed1ef6d1-b2aa-9872-c294-f7371c5d31ad?t=1681205182843,2026-27,,,,,,,,,,,,,,,,,
E SALAMAN02,Universidad de Salamanca,40.9613376,-5.6669251,http://www.usal.es/,Salamanca,Espanya,Espanya,Global Studies; Humanitats; Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Hoja+Datos+Univ.+Salamanca.pdf/d6abefda-eafe-0c11-0d89-bd51d81d3560?t=1681201285067,2026-27,,,,,,,,,,,,,,,,,
E SANTIAG01,Universidad de Santiago de Compostela,42.8885225,-8.5449726,http://www.usc.es/,Santiago de Compostela,Espanya,Espanya,Ciències Polítiques; Comunicació Audiovisual; Dret; Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Santiago.pdf/5bf11548-e0fe-fcd3-4b2a-44f6d0860073?t=1681205328237,2026-27,,,,,,,,,,,,,,,,,
E SEVILLA01,Universidad de Sevilla,37.3807579,-5.9912307,http://www.us.es/,Sevilla,Espanya,Espanya,Biologia; Comunicació Audiovisual; Dret; Periodisme; Publicitat i Relacions Públiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Universidad+de+Sevilla.pdf/dbd72a3c-ec8a-7ae1-a23b-7f13ab25f3e8?t=1679659049240,2025-26,,,,,,,,,,,,,,,,,
E ZARAGOZ01,Universidad de Zaragoza,41.6420639,-0.9015065,http://www.unizar.es/,Zaragoza,Espanya,Espanya,Dret; Relacions Laborals,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Zaragoza.pdf/864eadbe-e5b1-f382-8e0e-23b6d83866b6?t=1681205512843,2025-26 (és la més recent),,,,,,,,,,,,,,,,,
E BILBAO01,Universidad del País Vasco,43.3314059,-2.9706058,http://www.ehu.es/,Leioa,Espanya,Espanya,Ciències Polítiques; Comunicació Audiovisual; Criminologia; Periodisme; Publicitat i Relacions Públiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Pais+Basc.pdf/ab189c83-85f7-cf6b-7b53-2de217595b2e?t=1681718539426,2026-27,,,,,,,,,,,,,,,,,
E PAMPLON02,Universidad Pública de Navarra,42.8005401,-1.636785,http://www.unavarra.es/,Pamplona,Espanya,Espanya,Administració i Direcció d'Empreses; Economia; Doble Grau Dret/ECO-ADE; Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universidad+P%C3%BAblica+Navarra.pdf/712718dc-c73a-155c-f3fd-0c4e67bf46c5?t=1684219439731,2026-27,,,,,,,,,,,,,,,,,
E ZARAGOZ07,Universidad San Jorge,41.7562122,-0.8339308,http://www.usj.es/,Villanueva de Gállego,Espanya,Espanya,Publicitat i Relacions Públiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+San+Jorge.pdf/c87cb469-cb42-a1fa-ea01-842205c7262d,2026-27,,,,,,,,,,,,,,,,,
E MADRID14,Universidad Carlos III,40.3170572,-3.7274678,http://www.uc3m.es/,Getafe,Espanya,Espanya,Administració i Direcció d'Empreses; Dret; Economia; Humanitats; Relacions Laborals; Periodisme; Doble Grau Dret/ECO-ADE; ESUP,TRUE,FALSE,TRUE,FALSE,Alianza A4U,https://www.upf.edu/documents/105229234/145087703/SICUE+Carlos+III.pdf/870c1f58-e914-b02d-784f-a95e3618bf24,2026-27,,,,,,,,,,,,,,,,,
E MADRID02,Universidad Pontificia Comillas de Madrid - ICADE,40.4296232,-3.7114586,http://www.upcomillas.es/,Madrid,Espanya,Espanya,Administració i Direcció d'Empreses,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Pontificia+Comillas.pdf/701696ec-8269-2595-a9c9-19c8f12d3360?t=1681205816817,2026-27,,,,,,,,,,,,,,,,,
,Universitat Autònoma de Barcelona,41.5019255,2.1048538,http://www.uab.es/,Barcelona,Espanya,Espanya,,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
E ALICANT01,Universitat d'Alacant,38.3852446,-0.5143161,http://www.ua.es/,Alacant,Espanya,Espanya,Dret,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/d/estudiarfora/universidad_de-alicante_2026-27_20-2-,2026-27,,,,,,,,,,,,,,,,,
E PALMA01,Universitat de Les Illes Balears,39.641222,2.645559,http://www.uib.es/,Palma de Mallorca,Espanya,Espanya,Enginyeria en Telemàtica; Medicina; Enginyeria Matemàtica en Ciència de Dades,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Illes+Balears.pdf/b84c3602-747c-1aa1-a3a8-f12df5a1f310?t=1681902307605,2026-27,,,,,,,,,,,,,,,,,
E VALENCI01,Universitat de València,39.4793254,-0.3593863,http://www.uv.es/,Valencia,Espanya,Espanya,Biologia; Comunicació Audiovisual; Criminologia; Dret; Medicina; Periodisme; Relacions Laborals; Enginyeria Matemàtica en Ciència de Dades,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universitat+de+Val%C3%A8ncia.pdf/89ecee32-6acf-f6d9-0631-2671cf985574?t=1681902209401,2025-26,,,,,,,,,,,,,,,,,
E TARRAGO01,Universitat Rovira i Virgili,41.1196515,1.2583145,https://www.urv.cat/ca/,Tarragona,Espanya,Espanya,Biologia ,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universitat+Rovira+i+Virgili.pdf/82aa01b2-f36d-020d-c1da-bd88d9c4b781?t=1679990549629,2026-27,,,,,,,,,,,,,,,,,
E CASTELL01,Universitat Jaume I,39.9945711,-0.0689003,http://www.uji.es/,Castelló de la Plana,Espanya,Espanya,Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Jaume+I.pdf/1327c41f-0266-5703-3206-48e64ef2fc90,2018-19,,,,,,,,,,,,,,,,,
E VALENCI02,Universitat Politècnica de València,39.4807985,-0.3406299,http://www.upv.es/,València,Espanya,Espanya,Enginyeria Biomèdica,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/Universitat+Polit%C3%A8cnica+de+Val%C3%A8ncia.pdf/d575b647-ff5a-07e5-f430-8231432073c5?t=1715339443135,2025-26 (és la més recent),,,,,,,,,,,,,,,,,
E MADRID05,Universidad Politécnica de Madrid,40.4486413,-3.7218547,https://www.upm.es/,Madrid,Espanya,,Enginyeria Biomèdica,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/145087703/SICUE+Universidad+Polit%C3%A9cnica+de+Madrid.pdf/5ee600d9-1e39-d529-72c9-8c06178e8402?t=1738311077281,2025-26,,,,,,,,,,,,,,,,,
USA999_REVISAR_8,Barnard College,40.8095173,-73.9659718,https://barnard.edu/,New York,Estats Units d'Amèrica,Amèrica del Nord,,TRUE,FALSE,FALSE,FALSE,,https://barnard.edu/visiting-international-students-programs,2025-26,,,,,,,,,,,,,,,,,
USAWALTHAM01,Bentley University,42.3867756,-71.2203176,http://www.bentley.edu/,Waltham,Estats Units d'Amèrica,Amèrica del Nord,Tots els estudis excepte Medicina; Biologia Humana,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Bentley+University.pdf/d5b63494-5c0a-a039-6bba-49ccdcfa5da9?t=1684340059800,2026-27,Tots els estudis excepte Medicina; Biologia Humana,,,,,,,,,,,,,,,,
USABOSTON01,Boston College,42.3355488,-71.1684945,http://www.bc.edu/,Boston,Estats Units d'Amèrica,Amèrica del Nord,"Tots els estudis excepte Enginyeries; Medicina; Traducció i Interpretació
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Boston+College.pdf/6004bd7a-b53b-c10c-7721-36e8be30d299?t=1690872215601,2026-27,Tots els estudis excepte Medicina,,,,,,,,,,,,,,,,
,Center for Cross-Cultural Study / Spanish Studies Abroad,42.376221,-72.511156,"http://www.spanishstudies.org/BarcelonaSpanishStudies-id-890.html
",Amherst,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,"Study Abroad
",,,,,,,,,,,,,,,,
,College of Global Studies at Arcadia University,40.0921765,-75.1656149,"http://www.arcadia.edu/abroad/
",Wyncote,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,"Study Abroad
",,,,,,,,,,,,,,,,
USA999_REVISAR_1,Cornell Law School,42.443864,-76.4858268,http://www.lawschool.cornell.edu/faculty/,Ithaca,Estats Units d'Amèrica,Amèrica del Nord,"Dret; Doble Grau en Dret-ECO/ADE
",TRUE,FALSE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Cornell+University+Law+School.pdf/57cfcc33-2603-f826-cc44-75f5cebf4af8?t=1678706469606,2026-27,Dret,,,,,,,,,,,,,,,,
USA999_REVISAR_2,Drexel University,39.9566127,-75.1899441,https://drexel.edu/,Philadelphia,Estats Units d'Amèrica,Amèrica del Nord,Facultat de Ciènces Econòmiques i Empresarials; Ciències Polítiques (inclòs el Grau FPE); Humanitats (inclòs el Grau en Global Studies); ESUP; Medicina.,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Drexel+Fact+Sheet.pdf/daa5601b-7e75-773d-c3c6-945bf727d0b9?t=1681994713135,2026-27,,https://www.youtube.com/watch?v=XVRULseiGXE,,,,,,,,,,,,,,,
,Federal Student Aid Program Participation Agreement,38.9010958,-77.0098726,http://www.fafsa.ed.gov/,Washington,Estats Units d'Amèrica,Amèrica del Nord,Tots els estudis,FALSE,FALSE,TRUE,FALSE,,,,"Tots els estudis
",,,,,,,,,,,,,,,,
,Georgetown University,38.9076089,-77.0722585,https://www.georgetown.edu/,Washington DC,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Harvard University,42.3770029,-71.1166601,https://www.harvard.edu/,Boston,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,"International Fellowships Fund., Inc.",40.7497993,-73.9733511,http://www.fordfoundation.org/,New York,Estats Units d'Amèrica,Amèrica del Nord,Estudis de Postgrau,FALSE,FALSE,TRUE,FALSE,,,,"Estudis de Postgrau
",,,,,,,,,,,,,,,,
,Johns Hopkins University,39.3299013,-76.6205177,http://www.jhu.edu/,Baltimore,Estats Units d'Amèrica,Amèrica del Nord,Ciències Polítiques,FALSE,FALSE,TRUE,FALSE,,,,"Ciències Polítiques
",,,,,,,,,,,,,,,,
,Millikin University,39.843079,-88.9747348,https://millikin.edu/,Decatur,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Northwestern University,42.0564594,-87.675267,http://www.northwestern.edu/studyabroad,Chicago,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,FALSE,FALSE,,,,"Study Abroad
",,,,,,,,,,,,,,,,
,Ohio State University,40.0068363,-83.0306222,https://www.osu.edu/,Columbus,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Panrimo,42.5473911,-83.2151739,https://panrimo.com/,Birmingham,Estats Units d'Amèrica,Amèrica del Nord,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
USANEWYORK11,Queens College CUNY (City University of New York),40.7366437,-73.8200894,http://www.qc.cuny.edu/Pages/home.aspx,New York,Estats Units d'Amèrica,Amèrica del Nord,Tots els estudis excepte Dret; Medicina; Enginyeries,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/d/estudiarfora/__queens-college-fact-sheet-spring-2026,2026-27,Tots els estudis excepte Medicina; Enginyeries,,,,,,,,,,,,,,,,
USA999_REVISAR_7,Reed College,45.4810885,-122.6333835,https://www.reed.edu/iss/incoming-students/,Portland,Estats Units d'Amèrica,Amèrica del Nord,,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Reed+College.pdf/894c79cf-014e-3a66-23fc-5dbb38fccf84?t=1728634327861,2025-26,,,,,,,,,,,,,,,,,
,SAI Programs,38.4039193,-122.8265262,https://www.saiprograms.com/,Sebastopol,Estats Units d'Amèrica,Amèrica del Nord,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
USABRYAN01,Texas A&M University,30.6187558,-96.3364772,http://www.tamu.edu/,College Station,Estats Units d'Amèrica,Amèrica del Nord,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/Texas+A%26M+University.pdf/146941da-3bcc-3521-984d-b3a4f0083dc1?t=1679648186602,2025-26,Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
,The College of University of Chicago,41.7886079,-87.5987133,https://college.uchicago.edu,Chicago,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
USA999_REVISAR_3,The New School,40.7355074,-73.9942686,https://www.newschool.edu/,New York,Estats Units d'Amèrica,Amèrica del Nord,"Facultats de Comunicació; Ciències Polítiques ; Humanitats
",TRUE,FALSE,FALSE,FALSE,,https://www.canva.com/design/DAG98rgTIZE/i5_iVNaClDBOML2fwsvRtA/view?utm_content=DAG98rgTIZE&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h38daedb326#1,2026-27,,,,,,,,,,,,,,,,,
USAPHILADE02,The Wharton School -University of Pennsylvania - Upenn,39.9512738,-75.1979169,https://www.wharton.upenn.edu/,Philadelphia,Estats Units d'Amèrica,Amèrica del Nord,"Facultat d'Economia i Empresa
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/UPENN/b884662c-335a-68b9-4177-f96ff78cc78d,2026-27,"Facultat d'Economia i Empresa
",,,,,,,,,,,,,,,,
,Trinity College,41.7479332,-72.6903345,http://www.trincoll.edu/Pages/default.aspx,Hartford,Estats Units d'Amèrica,Amèrica del Nord,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,UC Berkeley,37.8718992,-122.2585399,http://www.berkeley.edu/,Berkeley,Estats Units d'Amèrica,Amèrica del Nord,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
USALOSANG05,UCLA School of Law,34.0730485,-118.4384322,http://www.law.ucla.edu/,Los Angeles,Estats Units d'Amèrica,Amèrica del Nord,Doctorat en Dret,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121131847/UCLA+School+of+Law.pdf/a3d5d925-6453-fe02-af71-1610a7c6c35b,2025-26,Doctorat en Dret,https://www.youtube.com/watch?v=rqrT2u80g1Y&feature=youtu.be,,,,,,,,,,,,,,,
,Universidad de Nova York,40.7295134,-73.9964609,http://www.nyu.edu/,New York,Estats Units d'Amèrica,Amèrica del Nord,Ciències Econpomiques i Empresarials,FALSE,TRUE,FALSE,FALSE,,,,"Ciències Econòmiques i Empresarials
",,,,,,,,,,,,,,,,
,University of Arizona,32.2318851,-110.9501094,http://www.arizona.edu,Tucson,Estats Units d'Amèrica,Amèrica del Nord,Study Abroad,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
